hedId	Level	rdfs:label	omn:SubClassOf	Attributes	dc:description	owm:EquivalentTo 
HED_0012537	3	Spatial-resolution	Data-resolution		Linear spacing of a spatial measurement.	Data-resolution
HED_0012538	4	Spatial-resolution-#	Spatial-resolution	takesValue, valueClass=numericClass		Spatial-resolution and (valueClass some numericClass)
HED_0012539	3	Spectral-resolution	Data-resolution		Measures the ability of a sensor to resolve features in the electromagnetic spectrum.	Data-resolution
HED_0012540	4	Spectral-resolution-#	Spectral-resolution	takesValue, valueClass=numericClass		Spectral-resolution and (valueClass some numericClass)
HED_0012541	3	Temporal-resolution	Data-resolution		Measures the ability of a sensor to resolve features in time.	Data-resolution
HED_0012542	4	Temporal-resolution-#	Temporal-resolution	takesValue, valueClass=numericClass		Temporal-resolution and (valueClass some numericClass)
HED_0012543	2	Data-source-type	Data-property		The type of place, person, or thing from which the data comes or can be obtained.	Data-property
HED_0012544	3	Computed-feature	Data-source-type		A feature computed from the data by a tool. This tag should be grouped with a label of the form Toolname_propertyName.	Data-source-type
HED_0012545	3	Computed-prediction	Data-source-type		A computed extrapolation of known data.	Data-source-type
HED_0012546	3	Expert-annotation	Data-source-type		An explanatory or critical comment or other in-context information provided by an authority.	Data-source-type
HED_0012547	3	Instrument-measurement	Data-source-type		Information obtained from a device that is used to measure material properties or make other observations.	Data-source-type
HED_0012548	3	Observation	Data-source-type		Active acquisition of information from a primary source. Should be grouped with a label of the form AgentID_featureName.	Data-source-type
HED_0012549	2	Data-value	Data-property		Designation of the type of a data item.	Data-property
HED_0012550	3	Categorical-value	Data-value		Indicates that something can take on a limited and usually fixed number of possible values.	Data-value
HED_0012551	4	Categorical-class-value	Categorical-value		Categorical values that fall into discrete classes such as true or false. The grouping is absolute in the sense that it is the same for all participants.	Categorical-value
HED_0012552	5	All	Categorical-class-value	relatedTag=Some, relatedTag=None	To a complete degree or to the full or entire extent.	Categorical-class-value and (relatedTag some Some) and (relatedTag some None)
HED_0012553	5	Correct	Categorical-class-value	relatedTag=Wrong	Free from error. Especially conforming to fact or truth.	Categorical-class-value and (relatedTag some Wrong)
HED_0012554	5	Explicit	Categorical-class-value	relatedTag=Implicit	Stated clearly and in detail, leaving no room for confusion or doubt.	Categorical-class-value and (relatedTag some Implicit)
HED_0012555	5	False	Categorical-class-value	relatedTag=True	Not in accordance with facts, reality or definitive criteria.	Categorical-class-value and (relatedTag some True)
HED_0012556	5	Implicit	Categorical-class-value	relatedTag=Explicit	Implied though not plainly expressed.	Categorical-class-value and (relatedTag some Explicit)
HED_0012557	5	Invalid	Categorical-class-value	relatedTag=Valid	Not allowed or not conforming to the correct format or specifications.	Categorical-class-value and (relatedTag some Valid)
HED_0012558	5	None	Categorical-class-value	relatedTag=All, relatedTag=Some	No person or thing, nobody, not any.	Categorical-class-value and (relatedTag some All) and (relatedTag some Some)
HED_0012559	5	Some	Categorical-class-value	relatedTag=All, relatedTag=None	At least a small amount or number of, but not a large amount of, or often.	Categorical-class-value and (relatedTag some All) and (relatedTag some None)
HED_0012560	5	True	Categorical-class-value	relatedTag=False	Conforming to facts, reality or definitive criteria.	Categorical-class-value and (relatedTag some False)
HED_0012561	5	Unknown	Categorical-class-value	relatedTag=Invalid	The information has not been provided.	Categorical-class-value and (relatedTag some Invalid)
HED_0012562	5	Valid	Categorical-class-value	relatedTag=Invalid	Allowable, usable, or acceptable.	Categorical-class-value and (relatedTag some Invalid)
HED_0012563	5	Wrong	Categorical-class-value	relatedTag=Correct	Inaccurate or not correct.	Categorical-class-value and (relatedTag some Correct)
HED_0012564	4	Categorical-judgment-value	Categorical-value		Categorical values that are based on the judgment or perception of the participant such familiar and famous.	Categorical-value
HED_0012565	5	Abnormal	Categorical-judgment-value	relatedTag=Normal	Deviating in any way from the state, position, structure, condition, behavior, or rule which is considered a norm.	Categorical-judgment-value and (relatedTag some Normal)
HED_0012566	5	Asymmetrical	Categorical-judgment-value	relatedTag=Symmetrical	Lacking symmetry or having parts that fail to correspond to one another in shape, size, or arrangement.	Categorical-judgment-value and (relatedTag some Symmetrical)
HED_0012567	5	Audible	Categorical-judgment-value	relatedTag=Inaudible	A sound that can be perceived by the participant.	Categorical-judgment-value and (relatedTag some Inaudible)
HED_0012568	5	Complex	Categorical-judgment-value	relatedTag=Simple	Hard, involved or complicated, elaborate, having many parts.	Categorical-judgment-value and (relatedTag some Simple)
HED_0012569	5	Congruent	Categorical-judgment-value	relatedTag=Incongruent	Concordance of multiple evidence lines. In agreement or harmony.	Categorical-judgment-value and (relatedTag some Incongruent)
HED_0012570	5	Constrained	Categorical-judgment-value	relatedTag=Unconstrained	Keeping something within particular limits or bounds.	Categorical-judgment-value and (relatedTag some Unconstrained)
HED_0012571	5	Disordered	Categorical-judgment-value	relatedTag=Ordered	Not neatly arranged. Confused and untidy. A structural quality in which the parts of an object are non-rigid.	Categorical-judgment-value and (relatedTag some Ordered)
HED_0012572	5	Familiar	Categorical-judgment-value	relatedTag=Unfamiliar, relatedTag=Famous	Recognized, familiar, or within the scope of knowledge.	Categorical-judgment-value and (relatedTag some Unfamiliar) and (relatedTag some Famous)
HED_0012573	5	Famous	Categorical-judgment-value	relatedTag=Familiar, relatedTag=Unfamiliar	A person who has a high degree of recognition by the general population for his or her success or accomplishments. A famous person.	Categorical-judgment-value and (relatedTag some Familiar) and (relatedTag some Unfamiliar)
HED_0012574	5	Inaudible	Categorical-judgment-value	relatedTag=Audible	A sound below the threshold of perception of the participant.	Categorical-judgment-value and (relatedTag some Audible)
HED_0012575	5	Incongruent	Categorical-judgment-value	relatedTag=Congruent	Not in agreement or harmony.	Categorical-judgment-value and (relatedTag some Congruent)
HED_0012576	5	Involuntary	Categorical-judgment-value	relatedTag=Voluntary	An action that is not made by choice. In the body, involuntary actions (such as blushing) occur automatically, and cannot be controlled by choice.	Categorical-judgment-value and (relatedTag some Voluntary)
HED_0012577	5	Masked	Categorical-judgment-value	relatedTag=Unmasked	Information exists but is not provided or is partially obscured due to security,privacy, or other concerns.	Categorical-judgment-value and (relatedTag some Unmasked)
HED_0012578	5	Normal	Categorical-judgment-value	relatedTag=Abnormal	Being approximately average or within certain limits. Conforming with or constituting a norm or standard or level or type or social norm.	Categorical-judgment-value and (relatedTag some Abnormal)
HED_0012579	5	Ordered	Categorical-judgment-value	relatedTag=Disordered	Conforming to a logical or comprehensible arrangement of separate elements.	Categorical-judgment-value and (relatedTag some Disordered)
HED_0012580	5	Simple	Categorical-judgment-value	relatedTag=Complex	Easily understood or presenting no difficulties.	Categorical-judgment-value and (relatedTag some Complex)
HED_0012581	5	Symmetrical	Categorical-judgment-value	relatedTag=Asymmetrical	Made up of exactly similar parts facing each other or around an axis. Showing aspects of symmetry.	Categorical-judgment-value and (relatedTag some Asymmetrical)
HED_0012582	5	Unconstrained	Categorical-judgment-value	relatedTag=Constrained	Moving without restriction.	Categorical-judgment-value and (relatedTag some Constrained)
HED_0012583	5	Unfamiliar	Categorical-judgment-value	relatedTag=Familiar, relatedTag=Famous	Not having knowledge or experience of.	Categorical-judgment-value and (relatedTag some Familiar) and (relatedTag some Famous)
HED_0012584	5	Unmasked	Categorical-judgment-value	relatedTag=Masked	Information is revealed.	Categorical-judgment-value and (relatedTag some Masked)
HED_0012585	5	Voluntary	Categorical-judgment-value	relatedTag=Involuntary	Using free will or design; not forced or compelled; controlled by individual volition.	Categorical-judgment-value and (relatedTag some Involuntary)
HED_0012586	4	Categorical-level-value	Categorical-value		Categorical values based on dividing a continuous variable into levels such as high and low.	Categorical-value
HED_0012587	5	Cold	Categorical-level-value	relatedTag=Hot	Having an absence of heat.	Categorical-level-value and (relatedTag some Hot)
HED_0012588	5	Deep	Categorical-level-value	relatedTag=Shallow	Extending relatively far inward or downward.	Categorical-level-value and (relatedTag some Shallow)
